Gift ID,Holiday,Gender,Age,Relationship,Budget,Max Budget,Associated Hobbies,Gift Title,Gift Summary,Rating,Link
89,Anniversary,Female,20-40,"Partner, WIfe, Girlfriend, Friend",$88,$110,"Accessory, Everyday, Work, Travel",Michael Kors Sheila Small Non-Leather Vegan Satchel,"Introducing the Michael Kors Sheila Small Non-Leather Vegan Satchel, where style meets sustainability. Crafted from premium vegan leather, this chic satchel exudes sophistication without compromising your values. Its sleek silhouette is complemented by gold-tone hardware, adding a touch of elegance to any outfit. Whether you're heading to the office or enjoying a day out, the Sheila Satchel is the perfect blend of fashion and function. Elevate your accessory game with this modern, cruelty-free companion.",4.6,https://www.amazon.com/Michael-Kors-Non-Leather-Satchel-Hardware/dp/B0BZR12H78/ref=sr_1_133?crid=WKYKWHHZ3PI0&dib=eyJ2IjoiMSJ9.GjBQbp0K9QoO2q8K_OhqMD3R2KdYGornrzETuQEz9kZwJunq7kpSuRl8TAarYYV7PbrxPQOxjDZ_1QdGTNzP0KWUC5E5CWSeF7iDz3XPgNSCxruiJKFDiDhmCiDhXNsY8F2D7PA2XFdDaJBk_qPR8foksAWQFBUqQjaY8nlPazeBzBkSa4svNBGY6aoInHkLbuV0azeZVgmNExs171tz3kDU6mh9QQamEkXAyHWIMvjvSj15wflRGRqen6hU-o3-XQB4Q4nsSmxvAsdwb60vLVKl6qkOgWpuiQXdhqX6xfM.kn8oRdzQ5r4frxGihZiliDXQjNlV2ye4_3mZfLcoLLg&dib_tag=se&keywords=purses%2Bfor%2Bwomen&qid=1727676470&sprefix=purses%2Caps%2C97&sr=8-133&th=1
90,Anniversary,Female,20-40,"Partner, WIfe, Girlfriend, Friend",$114,$275,"Accessory, Everyday, Jewelry",Michael Kors Bradshaw Chronograph Gold-Tone Stainless Steel Women's Watch,"Michael Kors is a world-renowned designer of luxury accessories and ready-to-wear, offering a lifestyle for the consummate jet-setter that is sophisticated, glamorous and modern. Michael Kors watches and jewelry are synonymous with laid-back luxury and a timeless sense of ease. Michael Kors women’s watches feature classic silhouettes infused with glamorous modern touches. Designs range from styles inspired by up-to-the-minute trends to those destined to be heirlooms. This Michael Kors Bradshaw timepiece features a shiny gold-tone case with a light champagne sunray dial. A gold-tone bracelet finishes the look.",4.6,https://www.amazon.com/dp/B006IWDWGS?ref_=posts
91,Christmas,"Female, Male",16-65,"Friend, Mother, Partner, Sibling, Father, Son, Daughter, Child",$22,$40,"Music Lover, Pop Music, Fun, Collectables, Records, Vinyl, Coldplay",A Rush of Blood to the Head Vinyl,"Experience the iconic sound of Coldplay with their acclaimed album, ""A Rush of Blood to the Head,"" pressed on high-quality vinyl. This masterpiece, originally released in 2002, showcases the band's evolution into a powerhouse of emotional and melodic rock. The vinyl edition offers a rich, warm audio experience, perfect for both longtime fans and new listeners. The beautiful artwork, inspired by the themes of the album, adds an aesthetic touch to your collection.",4.8,https://www.amazon.com/Rush-Blood-Head-Coldplay/dp/B0D6S2SFR5/ref=sr_1_2?crid=2E2OMAH3SQ01G&dib=eyJ2IjoiMSJ9.zRBA3Ar_BVYmF-pDV-Zzv7yK67lRTaT9XY3Y_w6hLO_IkXJfnFv8_At1nrhMgWzVL1HYCk1JdSf0iLgDae6bTE49jjY97k2HCabMFykRRcCp_uth9rWkQYSAI4iFbOUEpeSnxSF_GuiPOh9Yhx-WENGwDJYYEawYRx2X5kB1bBdVyOXPZZs2PVBeTn1VDCIUDifZOerO-1NZHIf9G3wvrR-KAMPVYaxSDXtSc1Ylr6M.Kj9n4RLUP9v8BT7rTJ3BFSK0suNWJ2s01te2wiSsbPg&dib_tag=se&keywords=coldplay+record&qid=1727757813&sprefix=coldplay+record%2Caps%2C91&sr=8-2
92,Christmas,Female,16-30,"Partner, Sibling, Sister, Friend, Child, Daughter",$99,$120,"Fun, Photography","Fujifilm Instax Mini 11 Instant Film Camera, with Fujifilm instax Mini Instant Daylight Film Twin Pack, 20 Exposures (Blush Pink) ","

Meet the INSTAX Mini 11 Instant Camera: the successor to the INSTAX Mini 9 Instant Camera. With its new Automatic Exposure function, there is no need to adjust a dial anymore to take photos based on your lighting. Just snap and shoot! Take the perfect selfie with the Mini 11's Selfie Mode that allows you to get up close and personal with its built-in macro mode and selfie mirror.",4.6,https://www.amazon.com/Fujifilm-Instax-Mini-11-Instant/dp/B08J7Y6B8C/ref=sr_1_16?crid=9O8QRDM4A9JK&dib=eyJ2IjoiMSJ9.fyTju4kt-rNJLq9AWqB2w3CVOIZrM8xG7ued4BtlIkeIzSfJKXy8Ol68h5kMnbtv3dXfglgJx1ZYnt1PIKmvsu9fbVo9L-tzWBafOPryI-vG_LiZiVPrWXwQk0q3wLeKWXnfrroF34uXDKhaQ0ocpvnAx89qxmO-0lgJxtYq4FeWOrr2U8kSh_wKcIglXtNelbcw-zaN9khWpy9pHGI6i_KuVyZQOgbnfv5Q8RjfhfA.ObqztYuV26RyhNurMDOX-oAUtxBlUzJZyFfUIYk_3n4&dib_tag=se&keywords=polaroid%2Bcamera&qid=1727758113&sprefix=polarroid%2Bcamera%2Caps%2C94&sr=8-16&th=1
93,Christmas,"Female, Male",16-65,"Friend, Mother, Partner, Sibling, Father, Son, Daughter, Child",$39,$50,"Work, Home, Everyday, Technology","Wireless Keyboard and Mouse, KOOTOP Cute Keyboard and Mouse, 2.4G Wireless Keyboard with Retro Round Keycap for PC, Mac, Laptop,Tablet,Computer Windows (Milk Tea)","Add a touch of charm to your workspace with the KOOTOP Cute Wireless Keyboard and Mouse. Designed with both functionality and aesthetics in mind, this delightful combo features a vibrant, playful design that brightens up any desk setup. The keyboard boasts a compact layout with soft, responsive keys for a comfortable typing experience. Its wireless design means you can enjoy a clutter-free workspace while the reliable connection ensures you stay productive without interruptions. The mouse, perfectly paired with the keyboard, offers smooth tracking and an ergonomic shape, making it easy to navigate through your tasks.",4.3,https://www.amazon.com/Wireless-Keyboard-Dropout-Free-Connection-Compatible/dp/B0B4JYRFKM/ref=sr_1_4?crid=3R7V2HH92I7MY&dib=eyJ2IjoiMSJ9.6KnvfGz-pXhMW8hW6jUOlHuJHpJmM_j-9o1HVREWnf_n17-BjV3GlCaEnsBrVWEradvs-iKVOLlN_J0vq_eCIJNaSn9DQqNgCH9yd-Qy6daNdewqM_-ytREyi8HkLgb8znDsMyMNnR-JQ9G2ZHVjRDoatcKSZJBv8wbwTC_Z8VSPr7vAT0BANCeeAdQnXTe0eGaj2yd0_woj5l2CtGxp83Ih86Qx7oUfwCdijxZ0dto.nlXjlW5KGQYsuqvLEijfpe9E3Zl7fXL-rycqs8FkgYg&dib_tag=se&keywords=puffy%2Bkeyboard&qid=1727758243&sprefix=puffy%2Bkeyboard%2Caps%2C92&sr=8-4&th=1
94,Christmas,"Female, Male",16-40,"Friend, Mother, Partner, Sibling, Father, Son, Daughter, Child",$59,$70,"Work, Home, Everyday, Technology","Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, Blue ","High quality sound and comfortable, all-day listening in a wireless headphone. The WH-CH520 have an ultra-long battery life of up to 50 hours and a 3-minute quick charge gives you up to 1.5 hours of audio playback.",4.5,https://www.amazon.com/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0BS1RT9S2/ref=sr_1_13?crid=1Y6C8PMZSSH1C&dib=eyJ2IjoiMSJ9.DUK4UVm7LY_GPTpGCh3NaNLDj3iywcfbvnAAj3gt8QjC57mpzByGAhtpBDGGNy80DvgnCD7O2fTM_CXGOgskrMyMEhemV0bfjc53j2824c90_WdBi216lf2rm6WE1jAYX9iTS7RydPI8OiS1vPjfX53OedVkAIboNbYh92bLcZlDWyuNmJbPdupRDG6InCiUyEbn8oeUu9FVRb1s5viaovgGOsS-4DWmoomauhANT9E.JCOlhAItJcjZJnHXvRIBhYT2vvFizPQ3fRZVzthltu4&dib_tag=se&keywords=headphones&qid=1727758443&sprefix=headphones%2Caps%2C101&sr=8-13&th=1
95,Christmas,Female,16-65,"Partner, Sibling, Sister, Friend, Mother, Grandma, Daughter, Child",$40,$60,"Everyday, Clothing, Comfy",Aamikast Women's Pajama Sets Long Sleeve Button Down Sleepwear Nightwear Soft Pjs Lounge Sets ,"It’s iconic. It’s classic. It’s pajama boasts a supple blend of super-soft modal jersey, which feels cool to the touch and slips over skin effortlessly. Its tailored fit hugs your body and falls in all the right places — easily making it your best at-home look yet.",4.5,https://www.amazon.com/Womens-Two-Piece-Classic-Pajama-Sleepwear/dp/B0886HRH3W/ref=sr_1_2?crid=28VR7H5VIIYSW&dib=eyJ2IjoiMSJ9.npYdTJ3HulchdA7huVMvuybvp3X996LYJMmz1Tb_P_IfZN0RWNjW2_fr9c5BxSFgQF_Kzb_LvXWoYPNTZLFtzMZ3zw2DiDbah-KSOlk4AFPOcjvcTiD5bOUZ2q_P018BHe8NlGSedpQnaNvvNy1Eq2T0_45yZ2de_1ee2JuWNeSmUl8rpFmbv3KOF3L_5DXgImMd_CO2SZIjbMwaLYHKwALeLlHgMdKeCsUIHjggOiVvtNe2aJZ33uqDS4B5bFizdCzRir8S-4Wt8aSQFZ4kTONqXio_wkP0YgfCxJbeGQw.a6Gfp05UM41Kbrqg4ywj3JUKCEoAejVdM6hHpPfHlfY&dib_tag=se&keywords=pajama%2Bset%2Bgift&qid=1727758649&sprefix=pajama%2Bset%2Bgif%2Caps%2C98&sr=8-2&th=1
96,Christmas,Female,16-40,"Partner, Sibling, Sister, Friend, Mother, Daughter, Child",$49,$60,"Everyday, Clothing, Comfy",LILLUSORY 2 Piece Outfits for Women 2024 Fall Fashion Oversized Striped Sweaters Sets Cozy Lounge Sets Knit Clothes,"This sweater set is made of comfortable, skin-friendly and breathable fabrics, making it free and convenient to wear. The unique striped design adds a sense of fashion to your simple outfit. The fabric has additional stretch to allow this loungewear to fit most shapes.",4.5,https://www.amazon.com/LILLUSORY-Outfits-Oversized-Sweaters-Pullover/dp/B0CCHS1S21/ref=sr_1_40?crid=37F2E31BIS8XZ&dib=eyJ2IjoiMSJ9.xC5n7ZYcFWYkkvOKTQa4rdzEkxuoeifxdEzafrJN2fn3Etq3edxhwMipIEavgg-Wb9uWhmjX8A7vAWKva92jVuJli5WGLWcbu7k64L61lrc1o0Zm-iuJ_5P26dOFSdnOpYKyPGQHmrv-Q1aeAxDX7UZmecAUxRpXUaYmip_iZBhfn8eEE_XsaQSJzJuozYLKyGo0j0tay1yZp98RiDlUfYhIT53KHiNn8-wknkXpaT6rdV1EWWKQD_QgOAMLaC9Oa09QKi8w23688-sySLjHHj7C-OkBvxYB3GQpZ4TwWgQ.GRDLheokaqSv5BEpieetej3uPeBRcj6YrSIbAY2ZwcQ&dib_tag=se&keywords=loungewear%2Bset&qid=1727758819&sprefix=loungewear%2Bset%2Caps%2C108&sr=8-40&th=1
97,Christmas,Female,16-40,"Partner, Sibling, Sister, Friend, Mother, Child, Daughter",$45,$60,"Everyday, Clothing, Comfy",LILLUSORY Women's 2 Piece Lounge Sets Oversized Slouchy Matching Sets Cozy Knit Sets ,"Just as chic as it is comfy, this sweater set is the perfect all-around relaxed oversized look. Perfect in a so soft knit fabrication, this two piece matching sets is a cozy instant outfit.Slouchy, relaxed fit with wide-leg pants.",4.2,https://www.amazon.com/LILLUSORY-Matching-Fashion-Sweatsuits-Loungewear/dp/B0BCJW5466/ref=sr_1_6?crid=37F2E31BIS8XZ&dib=eyJ2IjoiMSJ9.xC5n7ZYcFWYkkvOKTQa4rdzEkxuoeifxdEzafrJN2fn3Etq3edxhwMipIEavgg-Wb9uWhmjX8A7vAWKva92jVuJli5WGLWcbu7k64L61lrc1o0Zm-iuJ_5P26dOFSdnOpYKyPGQHmrv-Q1aeAxDX7UZmecAUxRpXUaYmip_iZBhfn8eEE_XsaQSJzJuozYLKyGo0j0tay1yZp98RiDlUfYhIT53KHiNn8-wknkXpaT6rdV1EWWKQD_QgOAMLaC9Oa09QKi8w23688-sySLjHHj7C-OkBvxYB3GQpZ4TwWgQ.GRDLheokaqSv5BEpieetej3uPeBRcj6YrSIbAY2ZwcQ&dib_tag=se&keywords=loungewear+set&qid=1727758928&sprefix=loungewear+set%2Caps%2C108&sr=8-6
98,Christmas,Female,16-40,"Partner, Sibling, Sister, Friend, Mother, Daughter, Child",$109,$130,"Everyday, Shoes, Comfy, Slippers",UGG Women's Tasman Slipper,"Step into unparalleled comfort with the UGG Tasman Slipper, a quintessential blend of luxury and laid-back style. Crafted from soft, high-quality suede, these slippers feature a plush, cozy wool lining that wraps your feet in warmth, making them perfect for chilly mornings and evenings at home. Whether you’re lounging around the house or running errands, the UGG Tasman Slipper provides the ultimate in comfort and versatility. Treat your feet to the soft embrace they deserve—experience the luxury of UGG!",4.7,https://www.amazon.com/UGG-Womens-Tasman-Slipper-Chestnut/dp/B000J157B2/ref=sr_1_5?crid=31453KQV1IHD8&dib=eyJ2IjoiMSJ9.r-vFldI-UcLjkeNCJf8oywAL-lX3Z5naAagEiPrCyzvRR7LnjOYoG5_o0Fsb_RIXKjg_u1Gz4Q-NIpy3dyN-xr46AejP7R8TxjUAw_Ht5iBLwguZdJ9XHikV74ZEK34zbzYfNn_T9jIDLb7i0-aF2Sn4PtE7Rv_JQYn5M_C9JJAOrICuHUdR8EJ6NAWOgavUL-imAHIlZwfnFKAqzeXjGh6pcAVHVTcyoz9jbF73_crzz4gPIhJz6P3NPJ8KsudjaTaNa-ZLsEh_5im9188YCiniUwNWLnCVpfXrpEXcIXY.T7wC8IgoohAWa6HOj8cw4X4A_vUA75h6JjSc4_zJeds&dib_tag=se&keywords=slippers&qid=1727759050&sprefix=slippers%2Caps%2C102&sr=8-5&th=1
99,Christmas,"Female, Male",5-12,"Child, Sister, Daughter",$16,$30,"Everyday, Shoes, Comfy, Slippers",Toddler Slippers Girl Boy House Slipper Kids Rabbit Winter Slipper Warm Bunny Slippers Soft Plush Indoor Girls Boys Slipper ,"Super soft fuzzy upper with skin-friendly plush provide cozy and warmth feeling to your little angel’ s feet. These warm home shoes for kids are perfect gift in Christmas Day, Birthday, Children's Day, Baby Shower. They are suitable for daily wear in bedroom, living room, kitchen, dinning room, garden and so on.",4.8,https://www.amazon.com/Toddler-Slippers-Slipper-Rabbit-toddler/dp/B09JYLT1K1/ref=sr_1_10?crid=1SHK2D87VKHQN&dib=eyJ2IjoiMSJ9.emyOXcqX4hEENdajsTH2tfNZ-j2flMjyp-2Lj-MopAbLVzKQMqhX_LeietTcK3JqItemC8p01HSfrTUuPIkLZQE7NJqRLLz4WFuVVMbAZybfi4E2KCZSBCFY4l6UgstRIhMcz6TaXmHe5Qt2Uf-s-kTz7WUiSxuITjT0nkP7BNp3S__QgYUexU-TX-t1l5ZLmLwirJV_txSM1h_MdHV1KKzlXT50oSwv8SK9eOjxD_XYslIqVa_GkH2HTrJPZkPixKUtWOchxyB47K3ReQ8LPLc9XdXF-mfCghD9amrTQDU.bBJ6fC3IVdPp9Ht_HlnBwzx4svWdVJB2CReYuesR4Tg&dib_tag=se&keywords=kids%2Banimal%2Bslippers&qid=1727759295&sprefix=kids%2Banimal%2Bslippers%2Caps%2C87&sr=8-10&th=1
100,Christmas,Female,3-15,"Child, Sister, Daughter",$12,$30,"Everyday, Accessory","Gifts for Girls 3 4 5 6 7 8 9 10 11 12 Year Old Teens Kids Daughter Sister Gifts for Women Her - Fanny Pack Belt Bag Cute Stuff for Girls Women Teen Trendy Crossbody Bags | Peach,A ","Our cute fanny pack is lightweight and easy to carry, roomy for phone, wallet, passport, keys and other small items,providing great convenience. These personalized belt bags are both stylish and practical.We highly recommend it as a special gift/present for women, girls on birthday, anniversaries, weddings, Thanksgiving,Christmas, New Year, Valentine's Day, Mother's Day. Great for traveling or on the go.",4.7,https://www.amazon.com/Uygafly-Fanny-Stuff-Girls-Women/dp/B0CNRVCT55/ref=sr_1_14_sspa?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.G-ifi8dah3z7h3GuN41TRdpNa6CX8L-skdj2Vj0plocmJjoOfIL8miRQ3QFs8Abw34bMogz1NeEF5Qn2hUnXrywiZnoKizO6bc1i9qrhEC7ySwnH6GcrrOv11n3nuvtfOknn4FZR-VVgbMyDW2yNKACOek74qEgsM3lf06H7c6pel51GGQsNBCKEqxMCk1onLNb1cdoWqFlcL0OKUc72k55Dq3zEWVJ8p9o0p_kjDneZVijggyuHjS0y2OHbDZKoNGHYE5ogzLO3RLTXbrLUIkgWSoM1AS6k3FS1sSU9Ees.LZF8QBtAY0VY_hb4fKB-H081nktKV7zVrsxS1aO4GFM&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727759451&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-14-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&th=1
101,Christmas,Female ,3-6,"Child, Sister, Daughter",$26,$40,"Fun, Play, Exploration, Science, Storytelling, Dress Up","Meland Toy Doctor Kit for Girls - Pretend Play Doctor Set with Dog Toy, Carrying Bag, Stethoscope Toy & Dress Up Costume - Doctor Play Gift for Kids Toddlers Ages 3 4 5 6 Year Old for Role Play ","Doctor Kit for Girls with Pretend Play Vet Dog Toys. Meland Doctor Play Set comes with every imaginable tool that a future doctor will need, including a cute fluffy doy toy, doctor coat and hat,carrying bag,stethoscope toy, syringe, thermometer, tweezers, tray, dental mirror, doctor hammer, scissors, eyeglasses,otoscope and so on. This is such a wonderful starter surgeon kit for girls who like to pretend play and help those who dreams of being a doctor. ",4.5,https://www.amazon.com/Meland-Toy-Doctor-Kit-Girls/dp/B09PD6YWF1/ref=sr_1_18?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.G-ifi8dah3z7h3GuN41TRdpNa6CX8L-skdj2Vj0plocmJjoOfIL8miRQ3QFs8Abw34bMogz1NeEF5Qn2hUnXrywiZnoKizO6bc1i9qrhEC7ySwnH6GcrrOv11n3nuvtfOknn4FZR-VVgbMyDW2yNKACOek74qEgsM3lf06H7c6pel51GGQsNBCKEqxMCk1onLNb1cdoWqFlcL0OKUc72k55Dq3zEWVJ8p9o0p_kjDneZVijggyuHjS0y2OHbDZKoNGHYE5ogzLO3RLTXbrLUIkgWSoM1AS6k3FS1sSU9Ees.LZF8QBtAY0VY_hb4fKB-H081nktKV7zVrsxS1aO4GFM&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727759451&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-18&th=1
102,Christmas,"Female, Male",6-10,"Child, Sister, Brother, Son, Daughter",$9,$20,"Fun, Play, Science, Exploration, STEM","Creativity for Kids Grow 'N Glow Terrarium Kit for Kids - Educational Science Kits Ages 6-8+, Kids Gifts for Boys and Girls, Craft and STEM Projects "," Discover the world of science by creating your own mini ecosystem with this terrarium kit for kids! The Grow N’ Glow Terrarium is a complete science kit for kids ages 6-8+ to explore and create their very own miniature eco-system. It’s easy and comes with everything you need to decorate and complete a Grow N’ Glow Terrarium Kit with two plant life cycles. Inside the discovery kit for kids, you will find a plastic jar, a decorative lid, potting soil, USA organic chia and wheatgrass seeds, garden figurines, glowing sand, river stones, stickers, and more! You just assemble, decorate, water, and watch it grow! Kids will love to see how things work and especially how the magic of seeds, soil, sun, and water will blossom into green plants! This science kit also encourages independence and screen-free play. The STEM project for kids ages 6-8+, indoor activity allows you to craft, plant, water, and grow your own mini ecosystem. Just add water for a unique science experience! Using the educational science kit is a unique way to unplug, unwind and have fun while learning. This science kit for kids is a great project for homeschoolers working on a botany unit, or for anyone who’d like to have a sweet little decorative terrarium by day and a glow-house by night! Everything you need in this educational set is included for 2 full planting life-cycles, so you can plant your terrarium and watch it grow, then do it all again in a month or so, depending upon how long your plants thrive. The Grow ‘N Glow Terrarium Kit is recommended for girls and boys ages 6-8+.",4.5,https://www.amazon.com/Creativity-Kids-Grow-Glow-Terrarium/dp/B00I9KDFK0/ref=sr_1_29?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.G-ifi8dah3z7h3GuN41TRdpNa6CX8L-skdj2Vj0plocmJjoOfIL8miRQ3QFs8Abw34bMogz1NeEF5Qn2hUnXrywiZnoKizO6bc1i9qrhEC7ySwnH6GcrrOv11n3nuvtfOknn4FZR-VVgbMyDW2yNKACOek74qEgsM3lf06H7c6pel51GGQsNBCKEqxMCk1onLNb1cdoWqFlcL0OKUc72k55Dq3zEWVJ8p9o0p_kjDneZVijggyuHjS0y2OHbDZKoNGHYE5ogzLO3RLTXbrLUIkgWSoM1AS6k3FS1sSU9Ees.LZF8QBtAY0VY_hb4fKB-H081nktKV7zVrsxS1aO4GFM&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727759451&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-29&th=1
103,Christmas,"Female, Male",6-20,"Child, Sister, Brother, Son, Daughter",$23,$40,"Fun, Space, Room Decor","BRIGHTWORLD Moon Lamp Galaxy Lamp 5.9 inch 16 Colors LED 3D Moon Light, Remote & Touch Control Moon Night Light Gifts for Girls Boys Kids Women Birthday ","BRIGHTWORLD Moon Lamp based on astronomical data,integrated with 3D Printing technology. And vibrant color changes sets this Impressive moon lamp apart from the others and turn this moon lamp into a star/galaxy map. When the light is turn on, it seems to be in the splendid galaxy. It is a unique Christmas gift for kids, girls and boys. ",4.5,https://www.amazon.com/BRIGHTWORLD-Control-Dimmable-Rechargeable-Birthday/dp/B07PY7GLKV/ref=sr_1_60?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.G-ifi8dah3z7h3GuN41TRdpNa6CX8L-skdj2Vj0plocmJjoOfIL8miRQ3QFs8Abw34bMogz1NeEF5Qn2hUnXrywiZnoKizO6bc1i9qrhEC7ySwnH6GcrrOv11n3nuvtfOknn4FZR-VVgbMyDW2yNKACOek74qEgsM3lf06H7c6pel51GGQsNBCKEqxMCk1onLNb1cdoWqFlcL0OKUc72k55Dq3zEWVJ8p9o0p_kjDneZVijggyuHjS0y2OHbDZKoNGHYE5ogzLO3RLTXbrLUIkgWSoM1AS6k3FS1sSU9Ees.LZF8QBtAY0VY_hb4fKB-H081nktKV7zVrsxS1aO4GFM&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727759451&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-60&th=1
104,Christmas,Female,2-14,"Child, Sister, Son, Daughter",$159,$180,"Fun, Play, Outdoors, Bikes","JOYSTAR Vintage Kids Bike with Training Wheels & Basket, 12 14 16 20 24 Inch Girls Bike for 2-14 Years Old, Multiple Colors","Introduce your little one to the joy of cycling with the JOYSTAR Vintage Kids Bike, a perfect blend of classic design and modern safety features. Designed for children aged 2 to 14 years, this charming bike combines style and functionality, making every ride an adventure. Featuring sturdy training wheels, the JOYSTAR bike provides stability and confidence for young riders as they learn to balance and pedal. The vintage-inspired design, complete with delightful color options and a front basket, adds a touch of nostalgia and fun, perfect for carrying toys or treasures on their journeys.",4.5,https://www.amazon.com/joystar-Training-Wheels-Bicycle-Basket/dp/B07SLQHH8F/ref=sr_1_60_sspa?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.UJZLXWm2U6_ijxHBi2ZoaJnREoSRwCyszw03u4mSuVZ7NrRFeYeTvmMLusRL5L1mK_LqE7W6tMmdYYfeD3rFOIZa2x2EWAlIIiXSnRR4sUAV18VlipB7xGOImM23zzJa0zzsrFtsZe_yadTgYig-mjFm83TF2xHjJCYUpFfjU_2WoJA0bJiabAmmBX_bG6Qdd4GZHWklBl7Xy97rWCgWC25ETlxmx2-nlTJ8yDyh1sSShfy3HNKXcqa_SyO20PB-ZaDfDfDYoMMxEQO1W2-2KT-WP5VGa_1qVIBt95g7Hx8.7zl6gQuQQ7ercyQ8ClVRb4VGv6fRAAFezey2wjSx6nE&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727760085&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-60-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&th=1
105,Christmas,Female,3-8,"Child, Sister, Daughter",$34,$59,"Fun, Play, Storytelling, Dress Up","Meland Princess Dress Up - Princess Dress for Girls with Princess Toys, Christmas Birthday Gift for Toddler Girls Age 3-8 ","Fancy & Magical Princess Dress Up Trunk Enables All The Little Girls Princess Dream Come to Life. Meland princess costume set features with 4 vibrant and bright color tops and dresses - purple, green, pink and the classic princess character. Each princess role play dress has its own princess accessories to complete the princess dress up code. Let your little girls live in her own princess dream and leaving behind a dreamy, fantastic and unforgettable childhood.",4.4,https://www.amazon.com/Meland-Princess-Dress-Up-Christmas/dp/B0CLL6NW4L/ref=sr_1_121?crid=15LD52RV79M2W&dib=eyJ2IjoiMSJ9.Hoz7GTbAd01p3sZgir-8I98bwLwGj5kBZvIGbldWfypIvSfMzpmgKZksTdqe62Lb1PV1yQxNY1Ix3AvIyaA3L4txvf5a2WT5AMdvOi2IntV1GhxyKn7Dv3EH0TiZEaeW_hVd5PENH5fvWzTFIyhRg9f79zMwgAAwVLqsur3kp403tpN_2PzFyymIxpDNCN2ee4yps3Rae2_4RJdpbLTWVe2Oo6mZiEsyqWWtOwkzyc0ZY4gI3jdBqwf3aF5p2weU3tIbEqTcfRy5tTKs9n2ZcCapCFl5mRWgD8-IwIYcJus.bTYqZ39kBwGvGjuFFTWQf_iBhCNF2BUF2An599HAsnk&dib_tag=se&keywords=gifts%2Bfor%2Bkids&qid=1727760303&sprefix=gifts%2Bfor%2Bkids%2Caps%2C109&sr=8-121&th=1
106,Christmas,"Female, Male",2-12,"Child, Sister, Brother, Son, Daughter",$15,$20,"Fun, Room Decor","Duck Lamp, Cute Pea Duck Night Light, 2 Levels Dimmable Ducky Night Lamp, LED Squishy Animal Light for Kids Sleep, Rechargeable Bedside Touch Silicone Lamp, Unique Dorm Decor Gift Toy ","Looking for a unique present idea? This FAMIDUO LED Night Light is perfect for you. The cute night light is used as not only a bedside lamp for breastfeeding and preventing falls during the night, but also as a camping light, emergency light, and flashlight. Best gift for your friends, kids, children or yourself! ",4.8,https://www.amazon.com/FAMIDUO-Dimmable-Squishy-Rechargeable-Silicone/dp/B0D2ZV29CL/ref=sr_1_2_sspa?crid=3JF00HN4BU5ZU&dib=eyJ2IjoiMSJ9.VIaPCTX_6GqPpI98dHYpuG9FQZwcyso87sYhQXS3tBpoWkAmtOg6_QnkS8bXUOzfWBasXf4llpOdX2iMCbRtpDuZS7go7A3wzrSBVdjYYtTfa3r2LhUcK9fCqwWXP2zxl-aHExT5H5mfQcQfR0ex-FZOQvREDoOqcr6BqBN_WCPMgu-Bvu-XCjBI_SefPvWreGGHbPSOlzDseT7aENXD8oZ3r6Us4GdJRpM8JgUf81IDt5LIE9GjlBCf2SsFJZuMummGSlCBC-uXzdxZJgPg_Udx6t9knbquyMrxBLeJAFM.K6ix_SEXg6QjQB7vmAd5baf4W9XYfKNi8OUN2_O14OA&dib_tag=se&keywords=lamp%2Bgifts&qid=1727760548&sprefix=lamp%2Bgifts%2Caps%2C100&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
